,userNr,userId,file_name,N,S,V,Nprec,Nrec,Nfsc,Sprec,Srec,Sfsc,Vprec,Vrec,Vfsc,Err%,Noise%
27,1005,613b1d0c3d08d413ffcdc8f6,1630737.267,928,0,16,0.9954545454545455,0.9439655172413793,0.9690265486725664,0.0,0.0,0.0,0.5714285714285714,0.75,0.6486486486486486,5.9,93.11440677966102
28,1005,613b1d0c3d08d413ffcdc8f6,1630737.281,715,4,9,0.9971223021582734,0.9692307692307692,0.9829787234042554,0.0625,0.25,0.1,0.47058823529411764,0.8888888888888888,0.6153846153846153,3.6,89.83516483516483
29,1006,613b1d673d08d4d1f3cdc8f8,1630737.050,1012,13,0,0.9974937343358395,0.7865612648221344,0.8795580110497238,0.00684931506849315,0.07692307692307693,0.012578616352201257,0.0,0.0,0.0,22.2,52.58536585365854
30,1006,613b1d673d08d4d1f3cdc8f8,1630737.066,717,21,0,0.9983974358974359,0.8688981868898187,0.9291573452647278,0.038461538461538464,0.14285714285714285,0.060606060606060615,0.0,0.0,0.0,15.2,42.00542005420054
31,1006,613b1d673d08d4d1f3cdc8f8,1630737.084,843,20,0,1.0,0.8113879003558719,0.8958742632612967,0.022727272727272728,0.1,0.037037037037037035,0.0,0.0,0.0,20.5,41.01969872537659
32,1006,613b1d673d08d4d1f3cdc8f8,1630737.099,893,8,0,1.0,0.9742441209406495,0.9869540555870674,0.1,0.125,0.11111111111111112,0.0,0.0,0.0,3.3,31.076581576026634
33,1006,613b1d673d08d4d1f3cdc8f8,1630737.139,894,5,0,1.0,0.9776286353467561,0.9886877828054298,0.0,0.0,0.0,0.0,0.0,0.0,2.8,49.72191323692992
34,1006,613b1d673d08d4d1f3cdc8f8,1630737.171,642,5,0,1.0,0.985981308411215,0.9929411764705882,0.35714285714285715,1.0,0.5263157894736842,0.0,0.0,0.0,1.4,22.102009273570324
35,1006,613b1d673d08d4d1f3cdc8f8,1630737.220,653,12,0,1.0,0.9540581929555896,0.9764890282131662,0.25,0.8333333333333334,0.3846153846153846,0.0,0.0,0.0,4.8,32.631578947368425
36,1006,613b1d673d08d4d1f3cdc8f8,1630737.236,676,5,0,1.0,0.9837278106508875,0.9917971662938105,0.3125,1.0,0.47619047619047616,0.0,0.0,0.0,1.6,90.01468428781205
37,1006,613b1d673d08d4d1f3cdc8f8,1630737.240,664,5,0,1.0,0.9909638554216867,0.9954614220877459,0.45454545454545453,1.0,0.625,0.0,0.0,0.0,0.9,34.67862481315397
38,1006,613b1d673d08d4d1f3cdc8f8,1630737.243,764,5,0,1.0,0.8547120418848168,0.92166549047283,0.0,0.0,0.0,0.0,0.0,0.0,15.1,45.25357607282184
39,1007,6143507abd0cc5051b275171,1630737.009,749,0,3,1.0,0.6822429906542056,0.8111111111111111,0.0,0.0,0.0,0.024193548387096774,1.0,0.047244094488188976,31.6,57.579787234042556
40,1007,6143507abd0cc5051b275171,1630737.140,642,2,0,1.0,0.8006230529595015,0.889273356401384,0.008,0.5,0.015748031496062992,0.0,0.0,0.0,20.0,45.65217391304348
41,1007,6143507abd0cc5051b275171,1630737.207,483,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.2989690721649487
42,1008,6144c4fbbd0cc552e427535f,1630737.019,538,0,205,1.0,0.9869888475836431,0.9934518241347053,0.0,0.0,0.0,0.9951456310679612,1.0,0.9975669099756691,0.9,0.0
43,1008,6144c4fbbd0cc552e427535f,1630737.089,539,0,194,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.4106412005457027
44,1008,6144c4fbbd0cc552e427535f,1630737.117,717,0,278,0.9889042995839112,0.9944211994421199,0.9916550764951322,0.0,0.0,0.0,0.9962962962962963,0.9676258992805755,0.9817518248175183,1.3,99.89949748743719
45,1008,6144c4fbbd0cc552e427535f,1630737.181,723,0,168,1.0,0.9764868603042877,0.9881035689293212,0.0,0.0,0.0,0.9882352941176471,1.0,0.9940828402366864,1.9,87.7665544332211
46,1008,6144c4fbbd0cc552e427535f,1630737.183,556,0,188,0.9964093357271095,0.9982014388489209,0.9973045822102427,0.0,0.0,0.0,0.9946236559139785,0.9840425531914894,0.9893048128342246,0.5,81.72043010752688
47,1008,6144c4fbbd0cc552e427535f,1630737.201,508,0,377,0.9604743083003953,0.9566929133858267,0.9585798816568049,0.0,0.0,0.0,0.9833795013850416,0.9416445623342176,0.962059620596206,5.0,42.93785310734463
48,1008,6144c4fbbd0cc552e427535f,1630737.211,868,0,243,0.9849537037037037,0.9804147465437788,0.9826789838337182,0.0,0.0,0.0,0.9541666666666667,0.9423868312757202,0.9482401656314701,2.8,72.45724572457246
49,1008,6144c4fbbd0cc552e427535f,1630737.216,528,0,232,0.9905660377358491,0.9943181818181818,0.9924385633270322,0.0,0.0,0.0,0.9955555555555555,0.9655172413793104,0.9803063457330417,1.4,78.55263157894737
50,1008,6144c4fbbd0cc552e427535f,1630737.239,540,0,186,1.0,0.9944444444444445,0.9972144846796658,0.0,0.0,0.0,1.0,1.0,1.0,0.4,3.443526170798898
51,1008,6144c4fbbd0cc552e427535f,1630737.279,542,0,198,1.0,0.988929889298893,0.9944341372912803,0.0,0.0,0.0,0.9850746268656716,1.0,0.9924812030075187,0.8,2.7027027027027026
